Error,,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,EntBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
INVALID_FIELD:Failed to deserialize field at col 6. Due to  'DateENT' is not a valid value for the type xsd:date:Quote_Date__c --,0,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_15105,2022-07-21,SCC_4890,bzichichi,,J,water campus,NET 30,(602) 247-4370,,Formula for Total??,SCC_15105, ,Currier Construction - 15105,Quote,2022-11-18,1,Y,2023-04-24 11:47:34.907,SCC_Quote.csv,2023-04-24,DESERT
