Error,,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,EntBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
INVALID_FIELD:Failed to deserialize field at col 6. Due to  'DateENT' is not a valid value for the type xsd:date:Quote_Date__c --,0,"Smyth Industries, Inc.",4010 E Illinois St,,Tucson,AZ,85714,DCS_20936,2023-04-27,DCS_6249,tbutkowski,,Rich Reed,Gilbert Site 20,NET 30,520-750-8719,,Formula for Total??,DCS_20936, ,"Smyth Industries, Inc. - 20936",Quote,2023-08-25,1,Y,2023-04-27 11:00:10.840,DCS_Quote.csv,2023-04-27,DESERT
