Error,,CustDesc,ShipToName,SAddr1,SAddr2,SCity,SSt,SZip,InvoiceNo,InvoiceDate,Name,WorkCode,TermsCode,SubTotal,SalesTaxChgs,ShippingChgs,InvoiceTotal,AmtPaidSoFar,BalanceDue,E2_Customer_Key,E2_Customer_Key2,DateEnt,pymtstatus,QuoteNo,E2_Invoice__c,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate
STRING_TOO_LONG:Loaded From Python Process: data value too large: 2023-05-23 07:15:06.847 (max length=1):Loaded_From_Python_Process__c --,0,Roadcase.Com,Roadcase.Com,7205 W Buckeye Rd Suite 400,,Phoenix,AZ,85043,DCS_62282,2023-05-22,DCS_62282 - 2023-05-22,POWDER,NET 30,Nofield,0.0,0.0,945.0,,Balance Due,DCS_3689,DCS_3689,2023-05-23 06:48:48.140,U,QuoteNo,DCS_53385,1,Y,2023-05-23 07:15:06.847,DCS_Billing.csv,
