Error,,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,EntBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
DUPLICATE_VALUE:duplicate value found: E2_Quote_Key__c duplicates value on record with id: 006Dn000008nA6d:--,0,Super Radiator Coils,2610 S. 21st Street,,Phoenix,AZ,85034,SCC_15381,2023-04-11,SCC_4988,gnelson,,Liza Celaya,,NET 30,602-257-9708,602-257-0472,Formula for Total??,SCC_15381, ,Super Radiator Coils - 15381,Quote,2023-08-09,1,Y,2023-04-29 05:00:28.480,SCC_Quote.csv,2023-04-28,DESERT
