Error,,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,EntBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
INVALID_FIELD:Failed to deserialize field at col 6. Due to  'DateENT' is not a valid value for the type xsd:date:Quote_Date__c --,0,Action Fabricating,5144 West McKinley St,,Phoenix,AZ,85043,DCS_20926,2023-04-25,DCS_71,gnelson,N/A,Dianna Gomez,,NET 30,(602) 523-9524,,Formula for Total??,DCS_20926, ,Action Fabricating - 20926,Quote,2023-08-23,1,Y,2023-04-25 11:00:10.270,DCS_Quote.csv,2023-04-25,DESERT
